sku,additional_attributes
I0008518,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=730870206140,pwwsku=W-C-8783"
I0008519,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=730870211908,pwwsku=W-C-8784"
I0008520,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=737052943596,pwwsku=W-C-9987"
I0008521,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=737052943626,pwwsku=W-C-10698"
I0008522,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=737052943688,pwwsku=W-C-9988"
I0008523,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=737052943749,pwwsku=W-C-8785"
I0008524,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=730870206324,pwwsku=W-C-9989"
I0008525,"designer=Dolce & Gabbana,size=0.12 oz,type=Lipstick,gender=Women,upc=737052943800,pwwsku=W-C-8786"
I0008526,"designer=Jane Iredale,size=1 Pc,type=Brush,gender=Women,upc=670959310170,pwwsku=W-C-9795"
I0008527,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772176,pwwsku=W-C-12150"
I0008528,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772183,pwwsku=W-C-12151"
I0008529,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772190,pwwsku=W-C-12152"
I0008530,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772206,pwwsku=W-C-12153"
I0008531,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772213,pwwsku=W-C-12154"
I0008532,"designer=Cargo,size=0.095 oz,type=Concealer,gender=Women,upc=625386772220,pwwsku=W-C-12155"
I0008533,"designer=beautyblender,size=2 Pc Kit,type=2 x Makeup Sponge Applicator - Pink, 5oz liquid Blendercleanser,gender=Women,upc=718122705214,pwwsku=W-C-9174"
I0008534,"designer=Butter London,size=0.41 oz,type=Mascara,gender=Women,upc=811338023421,pwwsku=W-C-9271"
I0008535,"designer=LOreal Paris,size=0.18 oz,type=Mascara,gender=Women,upc=71249002520,pwwsku=W-C-2537"
I0008536,"designer=Ciate London,size=0.112 oz,type=Eye Liner,gender=Women,upc=5060359906595,pwwsku=W-C-7602"
I0008537,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=887167087439,pwwsku=W-C-5537"
I0008538,"designer=Estee Lauder,size=0.07 oz,type=Highlighter,gender=Women,upc=887167087668,pwwsku=W-C-15187"
I0008539,"designer=Estee Lauder,size=0.07 oz,type=Highlighter,gender=Women,upc=887167087606,pwwsku=W-C-5513"
I0008540,"designer=Estee Lauder,size=0.07 oz,type=Highlighter,gender=Women,upc=887167087613,pwwsku=W-C-15188"
I0008541,"designer=Estee Lauder,size=0.07 oz,type=Highlighter,gender=Women,upc=887167087675,pwwsku=W-C-5498"
I0008542,"designer=Estee Lauder,size=0.07 oz,type=Highlighter,gender=Women,upc=887167087620,pwwsku=W-C-5525"
I0008543,"designer=Estee Lauder,size=0.21 oz,type=Mascara,gender=Women,upc=887167023239,pwwsku=W-C-14441"
I0008544,"designer=Estee Lauder,size=0.01 oz,type=Eyeliner,gender=Women,upc=887167172630,pwwsku=W-C-9849"
I0008545,"designer=Estee Lauder,size=0.01 oz,type=Eyeliner,gender=Women,upc=887167172647,pwwsku=W-C-9850"
I0008546,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131640776,pwwsku=W-C-5356"
I0008547,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131640783,pwwsku=W-C-5935"
I0008548,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=887167014121,pwwsku=W-C-15189"
I0008549,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131640790,pwwsku=W-C-5934"
I0008550,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131640806,pwwsku=W-C-5933"
I0008551,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131640769,pwwsku=W-C-4805"
I0008552,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167062627,pwwsku=W-C-8559"
I0008553,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167182103,pwwsku=W-C-8558"
I0008554,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167062467,pwwsku=W-C-8560"
I0008555,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167182585,pwwsku=W-C-8561"
I0008556,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167062498,pwwsku=W-C-8562"
I0008557,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167062559,pwwsku=W-C-8563"
I0008558,"designer=Estee lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167182110,pwwsku=W-C-11027"
I0008559,"designer=Estee Lauder,size=0.4 oz,type=Makeup,gender=Women,upc=887167062504,pwwsku=W-C-8564"
I0008560,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131821946,pwwsku=W-C-15190"
I0008561,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=887167014350,pwwsku=W-C-15191"
I0008562,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131821953,pwwsku=W-C-15192"
I0008563,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=887167014367,pwwsku=W-C-15193"
I0008564,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=887167014374,pwwsku=W-C-15194"
I0008565,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131392392,pwwsku=W-C-12930"
I0008566,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131187042,pwwsku=W-C-5369"
I0008567,"designer=Estee Lauder,size=0.56 oz,type=Makeup,gender=Women,upc=27131450962,pwwsku=69681"
I0008568,"designer=Estee Lauder,size=0.42 oz,type=Makeup,gender=Women,upc=27131837558,pwwsku=63351"
I0008569,"designer=Estee Lauder,size=0.003 oz,type=Brow Pencil,gender=Women,upc=887167031227,pwwsku=W-C-5506"
I0008570,"designer=Estee Lauder,size=0.003 oz,type=Brow Pencil,gender=Women,upc=887167031234,pwwsku=W-C-5514"
I0008571,"designer=Estee Lauder,size=0.003 oz,type=Brow Pencil,gender=Women,upc=887167189782,pwwsku=W-C-8565"
I0008572,"designer=Estee Lauder,size=0.04 oz,type=Eye Liner,gender=Women,upc=887167031258,pwwsku=W-C-4806"
I0008573,"designer=Estee Lauder,size=0.04 oz,type=Eyepencil,gender=Women,upc=887167031272,pwwsku=W-C-7917"
I0008574,"designer=Estee Lauder,size=0.04 oz,type=Eye Liner,gender=Women,upc=887167031289,pwwsku=W-C-6617"
I0008575,"designer=Estee Lauder,size=0.04 oz,type=Eyepencil,gender=Women,upc=887167031296,pwwsku=W-C-7919"
I0008576,"designer=Estee Lauder,size=0.04 oz,type=Eye Liner,gender=Women,upc=887167031302,pwwsku=W-C-6618"
I0008577,"designer=Estee Lauder,size=0.04 oz,type=Eyepencil,gender=Women,upc=887167031319,pwwsku=W-C-7920"
I0008578,"designer=Estee Lauder,size=0.04 oz,type=Eyepencil,gender=Women,upc=887167031326,pwwsku=W-C-7916"
I0008579,"designer=Estee Lauder,size=0.04 oz,type=Eyepencil,gender=Women,upc=887167055896,pwwsku=W-C-7921"
I0008580,"designer=Estee Lauder,size=0.04 oz,type=Eye Pencil,gender=Women,upc=887167031265,pwwsku=W-C-5003"
I0008581,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131860532,pwwsku=W-C-4807"
I0008582,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131860549,pwwsku=W-C-4817"
I0008583,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131860587,pwwsku=W-C-4808"
I0008584,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131860600,pwwsku=W-C-4809"
I0008585,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131860525,pwwsku=W-C-11149"
I0008586,"designer=Estee Lauder,size=0.24 oz,type=Concealer,gender=Women,upc=27131963394,pwwsku=W-C-4810"
I0008587,"designer=Estee Lauder,size=0.1 oz,type=Eyeliner,gender=Women,upc=27131811657,pwwsku=W-C-4737"
I0008588,"designer=Estee Lauder,size=0.1 oz,type=Concealer,gender=Women,upc=27131476375,pwwsku=W-C-5355"
I0008589,"designer=Estee Lauder,size=0.1 oz,type=Concealer,gender=Women,upc=27131475415,pwwsku=W-C-5353"
I0008590,"designer=Estee Lauder,size=0.1 oz,type=Concealer,gender=Women,upc=27131475446,pwwsku=W-C-5354"
I0008591,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=27131669029,pwwsku=W-C-5922"
I0008592,"designer=Estee Lauder,size=1 Pc,type=Lip Pencil,gender=Women,upc=27131669067,pwwsku=W-C-2335"
I0008593,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=27131669081,pwwsku=W-C-15195"
I0008594,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=27131669104,pwwsku=W-C-15196"
I0008595,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=27131669159,pwwsku=W-C-15197"
I0008596,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=887167056428,pwwsku=W-C-7914"
I0008597,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=887167056442,pwwsku=W-C-15198"
I0008598,"designer=Estee Lauder,size=0.04 oz,type=Lip Pencil,gender=Women,upc=887167056459,pwwsku=W-C-15199"
I0008599,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131187073,pwwsku=W-C-4811"
I0008600,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131228400,pwwsku=W-C-14699"
I0008601,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131392385,pwwsku=W-C-4812"
I0008602,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131228387,pwwsku=W-C-14698"
I0008603,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131187066,pwwsku=W-C-4813"
I0008604,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131392439,pwwsku=W-C-4814"
I0008605,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131187059,pwwsku=W-C-9558"
I0008606,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131187080,pwwsku=W-C-11005"
I0008607,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131934998,pwwsku=W-C-4816"
I0008608,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131228417,pwwsku=W-C-5538"
I0008609,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131187035,pwwsku=W-C-5539"
I0008610,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131508878,pwwsku=W-C-11108"
I0008611,"designer=Estee Lauder,size=1 oz,type=Foundation,gender=Women,upc=27131392422,pwwsku=W-C-14700"
I0008612,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131977575,pwwsku=W-C-5541"
I0008613,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131969853,pwwsku=W-C-5542"
I0008614,"designer=Estee Lauder,size=1 oz,type=Makeup,gender=Women,upc=27131977520,pwwsku=W-C-5534"
I0008615,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837541,pwwsku=W-C-5360"
I0008616,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837565,pwwsku=W-C-11150"
I0008617,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837572,pwwsku=W-C-5536"
I0008618,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837602,pwwsku=W-C-5362"
I0008619,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837664,pwwsku=W-C-5363"
I0008620,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837701,pwwsku=W-C-5365"
I0008621,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131884026,pwwsku=W-C-5527"
I0008622,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131978428,pwwsku=W-C-5364"
I0008623,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131978688,pwwsku=W-C-5515"
I0008624,"designer=Estee Lauder,size=0.42 oz,type=Powder,gender=Women,upc=27131837589,pwwsku=W-C-5361"
I0008625,"designer=Estee Lauder,size=0.1 oz,type=Eyeliner,gender=Women,upc=27131596448,pwwsku=W-C-5340"
I0008626,"designer=Estee lauder,size=0.1 oz,type=Eye Liner,gender=Women,upc=27131506294,pwwsku=W-C-11021"
I0008627,"designer=Estee Lauder,size=0.22 oz,type=Mascara,gender=Women,upc=27131495284,pwwsku=W-C-4819"
I0008628,"designer=bareMinerals,size=1 Pc,type=Brush,gender=Women,upc=98132013661,pwwsku=W-C-8128"
I0008629,"designer=Mavala,size=0.3 oz,type=Treatment,gender=Women,upc=7618900931015,pwwsku=W-C-14190"
I0008630,"designer=Revlon,size=0.4 oz,type=Mascara,gender=Women,upc=309975927016,pwwsku=W-C-2111"
I0008631,"designer=the Balm,size=0.35 oz,type=Shadow & Blush,gender=Women,upc=681619700514,pwwsku=W-C-7987"
I0008632,"designer=Revlon,size=0.28 oz,type=Mascara,gender=Women,upc=309978633013,pwwsku=W-C-15068"
I0008633,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511019,pwwsku=W-C-14196"
I0008634,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511026,pwwsku=W-C-14194"
I0008635,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511033,pwwsku=W-C-14192"
I0008636,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511040,pwwsku=W-C-14197"
I0008637,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511057,pwwsku=W-C-14193"
I0008638,"designer=Mavala,size=1 oz,type=Foundation,gender=Women,upc=7618900511064,pwwsku=W-C-14195"
I0008639,"designer=Maybelline,size=0.12 oz,type=Eye Shadow,gender=Women,upc=41554012088,pwwsku=W-C-2356"
I0008640,"designer=Jane Iredale,size=1.7 oz,type=Makeup,gender=Women,upc=670959111609,pwwsku=W-C-7398"
I0008641,"designer=Jane Iredale,size=1.7 oz,type=Cream,gender=Women,upc=670959111623,pwwsku=W-C-7399"
I0008642,"designer=Jane Iredale,size=1.7 oz,type=Makeup,gender=Women,upc=670959111630,pwwsku=W-C-7400"
I0008643,"designer=Jane Iredale,size=1.7 oz,type=Makeup,gender=Women,upc=670959111616,pwwsku=W-C-7401"
I0008644,"designer=Jane Iredale,size=1.7 oz,type=Makeup,gender=Women,upc=670959111661,pwwsku=W-C-7402"
I0008645,"designer=Jane Iredale,size=1.7 oz,type=Makeup,gender=Women,upc=670959111654,pwwsku=W-C-7403"
I0008646,"designer=OPI,size=1 oz,type=Nail Polish Dryer,gender=Women,upc=619828011046,pwwsku=W-C-12508"
I0008647,"designer=OPI,size=0.3 oz,type=Nail Polish,gender=Women,upc=619828011039,pwwsku=W-C-4951"
I0008648,"designer=OPI,size=4 oz,type=Nail Polish Dryer,gender=Women,upc=619828428103,pwwsku=W-C-5053"
I0008649,"designer=Sally Hansen,size=4.5 oz,type=Nail Spray,gender=Women,upc=74170088427,pwwsku=W-C-1347"
I0008650,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9471414,pwwsku=W-C-3559"
I0008651,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9441413,pwwsku=W-C-3555"
I0008652,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9475216,pwwsku=W-C-3551"
I0008653,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9400018,pwwsku=W-C-3560"
I0008654,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9462814,pwwsku=W-C-3558"
I0008655,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9410510,pwwsku=W-C-3556"
I0008656,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9485611,pwwsku=W-C-3557"
I0008657,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9419414,pwwsku=W-C-3554"
I0008658,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9413614,pwwsku=W-C-3552"
I0008659,"designer=OPI,size=0.5 oz,type=Nail Polish,gender=Women,upc=9491418,pwwsku=W-C-3562"
I0008660,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205049,pwwsku=W-C-11621"
I0008661,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205209,pwwsku=W-C-11786"
I0008662,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=3605970761257,pwwsku=W-C-11622"
I0008663,"designer=Lancome,size=0.67 oz,type=Makeup,gender=Women,upc=96018205094,pwwsku=107058"
I0008664,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205032,pwwsku=W-C-4773"
I0008665,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205148,pwwsku=W-C-4774"
I0008666,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205063,pwwsku=W-C-4776"
I0008667,"designer=Lancome,size=0.67 oz,type=Powder,gender=Women,upc=96018205018,pwwsku=W-C-4778"
I0008668,"designer=Lancome,size=1 oz,type=Powder,gender=Women,upc=96018205025,pwwsku=W-C-4779"
I0008669,"designer=Lancome,size=19 g,type=Powder,gender=Women,upc=96018205056,pwwsku=76057"
I0008670,"designer=NARS,size=0.05 oz,type=Eyeshadow,gender=Women,upc=607845019282,pwwsku=W-C-13070"
I0008671,"designer=NARS,size=0.05 oz,type=Eyeshadow,gender=Women,upc=607845019411,pwwsku=W-C-13071"
I0008672,"designer=Ardell,size=1 Pc,type=Eyelashes Applicator,gender=Women,upc=74764619211,pwwsku=W-C-13756"
I0008673,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030140,pwwsku=W-C-13504"
I0008674,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030201,pwwsku=W-C-13505"
I0008675,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030744,pwwsku=W-C-13506"
I0008676,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030706,pwwsku=W-C-13508"
I0008677,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030348,pwwsku=W-C-13509"
I0008678,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030553,pwwsku=W-C-13510"
I0008679,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030676,pwwsku=W-C-13511"
I0008680,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030577,pwwsku=W-C-13512"
I0008681,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030188,pwwsku=W-C-13513"
I0008682,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030836,pwwsku=W-C-13514"
I0008683,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030775,pwwsku=W-C-14671"
I0008684,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030546,pwwsku=W-C-13515"
I0008685,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030171,pwwsku=W-C-13516"
I0008686,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030812,pwwsku=W-C-13517"
I0008687,"designer=NARS,size=0.14 oz,type=Eyeshadow,gender=Women,upc=607845030621,pwwsku=W-C-13518"
I0008688,"designer=Ardell,size=56 Pc Set,type=Eyelashes,gender=Women,upc=74764302106,pwwsku=W-C-11044"
I0008689,"designer=Ardell,size=56 Pc Set,type=Eyelashes,gender=Women,upc=74764407108,pwwsku=W-C-13755"
I0008690,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50705672,pwwsku=W-C-3697"
I0008691,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50705665,pwwsku=W-C-8269"
I0008692,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50705641,pwwsku=W-C-3693"
I0008693,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50705627,pwwsku=W-C-3694"
I0008694,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50648429,pwwsku=W-C-3703"
I0008695,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50575749,pwwsku=W-C-3698"
I0008696,"designer=Max Factor,size=1 Pc,type=Eye Shadow,gender=Women,upc=50528240,pwwsku=W-C-3692"
I0008697,"designer=Sisley,size=10.1 oz,type=Make Up Remover,gender=Women,upc=3473311082008,pwwsku=W-C-8500"
I0008698,"designer=Chanel,size=0.04 oz,type=Highlighter,gender=Women,upc=3145891456202,pwwsku=W-C-6484"
I0008699,"designer=Chanel,size=0.04 oz,type=Concealer,gender=Women,upc=3145891456301,pwwsku=W-C-6916"
I0008700,"designer=Chanel,size=0.04 oz,type=Highlighter,gender=Women,upc=3145891456400,pwwsku=74988"
I0008701,"designer=By Terry,size=1 oz,type=Foundation,gender=Women,upc=3700076430653,pwwsku=W-C-13154"
I0008702,"designer=By Terry,size=1 oz,type=Foundation,gender=Women,upc=3700076435146,pwwsku=W-C-13171"
I0008703,"designer=By Terry,size=1 oz,type=Foundation,gender=Women,upc=3700076435153,pwwsku=W-C-13172"
I0008704,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419766,pwwsku=W-C-7928"
I0008705,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419773,pwwsku=W-C-9200"
I0008706,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419780,pwwsku=W-C-9201"
I0008707,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419797,pwwsku=W-C-9202"
I0008708,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419803,pwwsku=W-C-9203"
I0008709,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419810,pwwsku=W-C-9204"
I0008710,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419827,pwwsku=W-C-9205"
I0008711,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419834,pwwsku=W-C-9206"
I0008712,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419841,pwwsku=W-C-9207"
I0008713,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470419858,pwwsku=W-C-9208"
I0008714,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470420564,pwwsku=W-C-9209"
I0008715,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470420571,pwwsku=W-C-9210"
I0008716,"designer=Guerlain,size=0.07 oz,type=Eye Shadow,gender=Women,upc=3346470421042,pwwsku=W-C-12911"
I0008717,"designer=Guerlain,size=0.25 oz,type=Eyeshadow,gender=Women,upc=3346470418301,pwwsku=W-C-5569"
I0008718,"designer=Guerlain,size=0.25 oz,type=Eyeshadow,gender=Women,upc=3346470418318,pwwsku=W-C-5567"
I0008719,"designer=Guerlain,size=0.25 oz,type=Eyeshadow,gender=Women,upc=3346470418325,pwwsku=W-C-5568"
I0008720,"designer=Guerlain,size=0.25 oz,type=Eye Shadow,gender=Women,upc=3346470419742,pwwsku=W-C-11542"
I0008721,"designer=Guerlain,size=0.04 oz,type=Eye Shadow,gender=Women,upc=3346470411487,pwwsku=W-C-2479"
I0008722,"designer=Guerlain,size=0.39 oz,type=Eye Shadow,gender=Women,upc=3346470411517,pwwsku=W-C-2476"
I0008723,"designer=Guerlain,size=0.25 oz,type=Eye Shadow,gender=Women,upc=3346470419940,pwwsku=W-C-8104"
I0008724,"designer=Guerlain,size=0.25 oz,type=Eye Shadow,gender=Women,upc=3346470418974,pwwsku=W-C-8103"
I0008725,"designer=Guerlain,size=0.25 oz,type=Palette,gender=Women,upc=3346470410480,pwwsku=116998"
I0008726,"designer=Guerlain,size=0.25 oz,type=Eye Shadow,gender=Women,upc=3346470412521,pwwsku=W-C-2825"
I0008727,"designer=Guerlain,size=0.25 oz,type=Palette,gender=Women,upc=3346470410510,pwwsku=116985"
I0008728,"designer=Guerlain,size=0.25 oz,type=Palette,gender=Women,upc=3346470410473,pwwsku=116997"
I0008729,"designer=Guerlain,size=0.25 oz,type=Eye Shadow,gender=Women,upc=3346470419957,pwwsku=W-C-8118"
I0008730,"designer=Chanel,size=0.01 oz,type=Eye Liner,gender=Women,upc=3145891839104,pwwsku=W-C-6490"
I0008731,"designer=Chanel,size=0.01 oz,type=Eye Liner,gender=Women,upc=3145891839203,pwwsku=W-C-6491"
I0008732,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270619564,pwwsku=W-C-11637"
I0008733,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270620041,pwwsku=W-C-11638"
I0008734,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270619595,pwwsku=W-C-11639"
I0008735,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270980572,pwwsku=W-C-11640"
I0008736,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270619632,pwwsku=W-C-14678"
I0008737,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270980565,pwwsku=W-C-11641"
I0008738,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270620010,pwwsku=W-C-14679"
I0008739,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270619625,pwwsku=W-C-11642"
I0008740,"designer=Giorgio Armani,size=0.2 oz,type=Lip Gloss,gender=Women,upc=3614270651502,pwwsku=W-C-11643"
I0008741,"designer=OPI,size=1 Pc,type=Nail File,gender=Women,upc=619828043443,pwwsku=W-C-12895"
I0008742,"designer=OPI,size=1 Pc,type=Nail File,gender=Women,upc=619828043610,pwwsku=W-C-12896"
I0008743,"designer=Lancome,size=0.5 oz,type=Concealer,gender=Women,upc=3614270971242,pwwsku=W-C-15334"
I0008744,"designer=Lancome,size=0.5 oz,type=Concealer,gender=Women,upc=3614271219978,pwwsku=W-C-11104"
I0008745,"designer=Lancome,size=0.5 oz,type=Concealer,gender=Women,upc=3614270971235,pwwsku=W-C-11102"
I0008746,"designer=Lancome,size=0.5 oz,type=Concealer,gender=Women,upc=3614270971273,pwwsku=W-C-11103"
I0008747,"designer=Lancome,size=0.52 oz,type=Concealer,gender=Women,upc=3614270974540,pwwsku=W-C-13858"
